T file kT1 TDD TDD1 d N_B
310 001_310 37.401 1.300000E+10 1.300000E+10 1.800E-4 3.162E+16
310 002_310 37.401 2.471000E+10 2.471000E+10 1.800E-4 3.162E+16
310 003_310 37.401 4.696000E+10 4.696000E+10 1.800E-4 3.162E+16
310 004_310 37.401 8.927000E+10 8.927000E+10 1.800E-4 3.162E+16
310 005_310 37.401 1.697000E+11 1.697000E+11 1.800E-4 3.162E+16
310 006_310 37.401 3.225000E+11 3.225000E+11 1.800E-4 3.162E+16
310 007_310 37.401 6.130000E+11 6.130000E+11 1.800E-4 3.162E+16
310 008_310 37.401 1.165000E+12 1.165000E+12 1.800E-4 3.162E+16
310 009_310 37.401 2.214000E+12 2.214000E+12 1.800E-4 3.162E+16
310 010_310 37.401 4.209000E+12 4.209000E+12 1.800E-4 3.162E+16
310 011_310 37.401 8.000000E+12 8.000000E+12 1.800E-4 3.162E+16
