fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_320 001_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 3.369061663E-14 1.000000000E+20 1.168153179E+00 9.367107078E-15 3.341581648E-04 
001_320_SRH 001_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 2.647515615E-14 1.000000000E+20 1.171219210E+00 9.227383381E-15 4.185240388E-04 
002_320 002_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 4.604495610E-14 1.000000000E+20 1.169171390E+00 1.368176661E-14 3.572586668E-04 
002_320_SRH 002_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 3.883187651E-14 1.000000000E+20 1.171289803E+00 1.354232981E-14 4.186480745E-04 
003_320 003_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 6.414615279E-14 1.000000000E+20 1.169934278E+00 2.001313686E-14 3.749559533E-04 
003_320_SRH 003_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 5.693647035E-14 1.000000000E+20 1.171393012E+00 1.987395522E-14 4.188331742E-04 
004_320 004_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 9.064521693E-14 1.000000000E+20 1.170541533E+00 2.930248255E-14 3.881626649E-04 
004_320_SRH 004_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 8.344042158E-14 1.000000000E+20 1.171543678E+00 2.916356150E-14 4.191114045E-04 
005_320 005_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 1.293907373E-13 1.000000000E+20 1.171075513E+00 4.292905888E-14 3.979061868E-04 
005_320_SRH 005_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 1.221930125E-13 1.000000000E+20 1.171763033E+00 4.279044120E-14 4.195334800E-04 
006_320 006_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 1.859411652E-13 1.000000000E+20 1.171609783E+00 6.291245061E-14 4.051609613E-04 
006_320_SRH 006_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 1.787536944E-13 1.000000000E+20 1.172081216E+00 6.277422090E-14 4.201820384E-04 
007_320 007_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 2.682639537E-13 1.000000000E+20 1.172216855E+00 9.220693281E-14 4.107979791E-04 
007_320_SRH 007_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 2.610913480E-13 1.000000000E+20 1.172540259E+00 9.206922366E-14 4.211943289E-04 
008_320 008_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 3.876532329E-13 1.000000000E+20 1.172975116E+00 1.351285116E-13 4.156169193E-04 
008_320_SRH 008_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 3.805021086E-13 1.000000000E+20 1.173197307E+00 1.349915202E-13 4.228041810E-04 
009_320 009_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 5.598588632E-13 1.000000000E+20 1.173974033E+00 1.979726440E-13 4.204404915E-04 
009_320_SRH 009_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 5.527385980E-13 1.000000000E+20 1.174127117E+00 1.978366377E-13 4.254157978E-04 
010_320 010_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 8.063207812E-13 1.000000000E+20 1.175315790E+00 2.899060218E-13 4.262709318E-04 
010_320_SRH 010_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 7.992444399E-13 1.000000000E+20 1.175421745E+00 2.897713533E-13 4.297296903E-04 
011_320 011_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 1.155203244E-12 1.000000000E+20 1.177109640E+00 4.242546583E-13 4.345164844E-04 
011_320_SRH 011_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 1.148188604E-12 1.000000000E+20 1.177183517E+00 4.241217601E-13 4.369410816E-04 
012_320 012_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 1.641597475E-12 1.000000000E+20 1.179454130E+00 6.203739619E-13 4.472761897E-04 
012_320_SRH 012_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 1.634667847E-12 1.000000000E+20 1.179506189E+00 6.202433372E-13 4.490000708E-04 
