N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.000E+15 335 1.800E-4 1.042935170E+00 1.048085166E+00
1.468000E+10 1.000E+15 335 1.800E-4 1.044328776E+00 1.047964792E+00
2.154000E+10 1.000E+15 335 1.800E-4 1.045252332E+00 1.047789328E+00
3.162000E+10 1.000E+15 335 1.800E-4 1.045780276E+00 1.047534385E+00
4.642000E+10 1.000E+15 335 1.800E-4 1.045961755E+00 1.047165707E+00
6.813000E+10 1.000E+15 335 1.800E-4 1.045815138E+00 1.046636217E+00
1.000000E+11 1.000E+15 335 1.800E-4 1.045326884E+00 1.045883363E+00
1.468000E+11 1.000E+15 335 1.800E-4 1.044453838E+00 1.044828408E+00
2.154000E+11 1.000E+15 335 1.800E-4 1.043130901E+00 1.043380963E+00
3.162000E+11 1.000E+15 335 1.800E-4 1.041289134E+00 1.041454372E+00
4.642000E+11 1.000E+15 335 1.800E-4 1.038891359E+00 1.038999173E+00
6.813000E+11 1.000E+15 335 1.800E-4 1.035989598E+00 1.036058933E+00
1.000000E+12 1.000E+15 335 1.800E-4 1.032794680E+00 1.032838673E+00
1.468000E+12 1.000E+15 335 1.800E-4 1.029718531E+00 1.029746296E+00
2.154000E+12 1.000E+15 335 1.800E-4 1.027320900E+00 1.027338693E+00
3.162000E+12 1.000E+15 335 1.800E-4 1.026119880E+00 1.026131840E+00
4.642000E+12 1.000E+15 335 1.800E-4 1.026356287E+00 1.026364964E+00
6.813000E+12 1.000E+15 335 1.800E-4 1.027929081E+00 1.027935898E+00
1.000000E+13 1.000E+15 335 1.800E-4 1.030580206E+00 1.030585895E+00
