N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+16 335 2.300E-4 1.198126381E+00 1.217678528E+00
1.468000E+10 1.000E+16 335 2.300E-4 1.204096817E+00 1.217847965E+00
2.154000E+10 1.000E+16 335 2.300E-4 1.208511136E+00 1.218093841E+00
3.162000E+10 1.000E+16 335 2.300E-4 1.211815731E+00 1.218448828E+00
4.642000E+10 1.000E+16 335 2.300E-4 1.214388411E+00 1.218957538E+00
6.813000E+10 1.000E+16 335 2.300E-4 1.216542477E+00 1.219679001E+00
1.000000E+11 1.000E+16 335 2.300E-4 1.218539501E+00 1.220687298E+00
1.468000E+11 1.000E+16 335 2.300E-4 1.220600214E+00 1.222068540E+00
2.154000E+11 1.000E+16 335 2.300E-4 1.222908053E+00 1.223910904E+00
3.162000E+11 1.000E+16 335 2.300E-4 1.225600632E+00 1.226285394E+00
4.642000E+11 1.000E+16 335 2.300E-4 1.228751127E+00 1.229219197E+00
6.813000E+11 1.000E+16 335 2.300E-4 1.232348938E+00 1.232669839E+00
1.000000E+12 1.000E+16 335 2.300E-4 1.236294413E+00 1.236515828E+00
1.468000E+12 1.000E+16 335 2.300E-4 1.240422130E+00 1.240576603E+00
2.154000E+12 1.000E+16 335 2.300E-4 1.244550278E+00 1.244659913E+00
3.162000E+12 1.000E+16 335 2.300E-4 1.248535045E+00 1.248614617E+00
4.642000E+12 1.000E+16 335 2.300E-4 1.252303309E+00 1.252362634E+00
6.813000E+12 1.000E+16 335 2.300E-4 1.255852814E+00 1.255898301E+00
1.000000E+13 1.000E+16 335 2.300E-4 1.259229388E+00 1.259265228E+00
