N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+16 290 2.300E-4 1.202310224E+00 1.208611195E+00
1.468000E+10 1.000E+16 290 2.300E-4 1.204160940E+00 1.208728277E+00
2.154000E+10 1.000E+16 290 2.300E-4 1.205625479E+00 1.208898268E+00
3.162000E+10 1.000E+16 290 2.300E-4 1.206818063E+00 1.209144082E+00
4.642000E+10 1.000E+16 290 2.300E-4 1.207851332E+00 1.209497353E+00
6.813000E+10 1.000E+16 290 2.300E-4 1.208835870E+00 1.210000617E+00
1.000000E+11 1.000E+16 290 2.300E-4 1.209880957E+00 1.210708905E+00
1.468000E+11 1.000E+16 290 2.300E-4 1.211100022E+00 1.211696268E+00
2.154000E+11 1.000E+16 290 2.300E-4 1.212593592E+00 1.213027613E+00
3.162000E+11 1.000E+16 290 2.300E-4 1.214468353E+00 1.214792507E+00
4.642000E+11 1.000E+16 290 2.300E-4 1.216801748E+00 1.217049446E+00
6.813000E+11 1.000E+16 290 2.300E-4 1.219653566E+00 1.219848242E+00
1.000000E+12 1.000E+16 290 2.300E-4 1.223040389E+00 1.223197704E+00
1.468000E+12 1.000E+16 290 2.300E-4 1.226941218E+00 1.227071431E+00
2.154000E+12 1.000E+16 290 2.300E-4 1.231304716E+00 1.231414390E+00
3.162000E+12 1.000E+16 290 2.300E-4 1.236074306E+00 1.236167765E+00
4.642000E+12 1.000E+16 290 2.300E-4 1.241192196E+00 1.241272088E+00
6.813000E+12 1.000E+16 290 2.300E-4 1.246615227E+00 1.246683543E+00
1.000000E+13 1.000E+16 290 2.300E-4 1.252311975E+00 1.252370201E+00
