fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_330 001_330.dat 330 35.134 1.000000000E+00 0.000000000E+00 9.275477241E-14 1.000000000E+20 1.029314667E+00 6.997543577E-14 9.586891236E-04 
001_330_SRH 001_330_srh.dat 330 35.134 1.000000000E+00 0.000000000E+00 6.208131977E-14 1.000000000E+20 1.027830975E+00 7.171525455E-14 1.201282008E-03 
002_330 002_330.dat 330 35.134 1.000000000E+00 0.000000000E+00 1.227195565E-13 1.000000000E+20 1.029194829E+00 1.024740423E-13 1.023657147E-03 
002_330_SRH 002_330_srh.dat 330 35.134 1.000000000E+00 0.000000000E+00 9.183445717E-14 1.000000000E+20 1.028099909E+00 1.044309273E-13 1.200097437E-03 
003_330 003_330.dat 330 35.134 1.000000000E+00 0.000000000E+00 1.672790126E-13 1.000000000E+20 1.029282339E+00 1.494563289E-13 1.072394150E-03 
003_330_SRH 003_330_srh.dat 330 35.134 1.000000000E+00 0.000000000E+00 1.362807251E-13 1.000000000E+20 1.028493469E+00 1.515370424E-13 1.198362232E-03 
004_330 004_330.dat 330 35.134 1.000000000E+00 0.000000000E+00 2.341011670E-13 1.000000000E+20 1.029626700E+00 2.166981530E-13 1.107146078E-03 
004_330_SRH 004_330_srh.dat 330 35.134 1.000000000E+00 0.000000000E+00 2.030935677E-13 1.000000000E+20 1.029068545E+00 2.188058768E-13 1.195823349E-03 
005_330 005_330.dat 330 35.134 1.000000000E+00 0.000000000E+00 3.351890963E-13 1.000000000E+20 1.030296596E+00 3.117476476E-13 1.130339681E-03 
005_330_SRH 005_330_srh.dat 330 35.134 1.000000000E+00 0.000000000E+00 3.042797606E-13 1.000000000E+20 1.029907126E+00 3.137845743E-13 1.192113930E-03 
006_330 006_330.dat 330 35.134 1.000000000E+00 0.000000000E+00 4.894489015E-13 1.000000000E+20 1.031394953E+00 4.440101767E-13 1.144008830E-03 
006_330_SRH 006_330_srh.dat 330 35.134 1.000000000E+00 0.000000000E+00 4.587482143E-13 1.000000000E+20 1.031126206E+00 4.458796692E-13 1.186706142E-03 
007_330 007_330.dat 330 35.134 1.000000000E+00 0.000000000E+00 7.266073534E-13 1.000000000E+20 1.033074079E+00 6.245002778E-13 1.149513590E-03 
007_330_SRH 007_330_srh.dat 330 35.134 1.000000000E+00 0.000000000E+00 6.962254857E-13 1.000000000E+20 1.032890479E+00 6.261116725E-13 1.178848286E-03 
008_330 008_330.dat 330 35.134 1.000000000E+00 0.000000000E+00 1.092732522E-12 1.000000000E+20 1.035551155E+00 8.652482791E-13 1.147430974E-03 
008_330_SRH 008_330_srh.dat 330 35.134 1.000000000E+00 0.000000000E+00 1.062772558E-12 1.000000000E+20 1.035427060E+00 8.665261790E-13 1.167485542E-03 
009_330 009_330.dat 330 35.134 1.000000000E+00 0.000000000E+00 1.657043159E-12 1.000000000E+20 1.039121797E+00 1.178804226E-12 1.137527498E-03 
