N_Fe N_B T d n_Fe n_Fe_SRH n_FeB n_FeB_SRH
4.642000E+10 5.623E+15 303 1.500E-4 1.239562602E+00 1.241388790E+00 1.214507516E+00 1.216439770E+00
6.813000E+10 5.623E+15 303 1.500E-4 1.240278065E+00 1.241550497E+00 1.215211111E+00 1.216559776E+00
1.000000E+11 5.623E+15 303 1.500E-4 1.240899196E+00 1.241783433E+00 1.215795729E+00 1.216734124E+00
1.468000E+11 5.623E+15 303 1.500E-4 1.241501896E+00 1.242116297E+00 1.216333653E+00 1.216986278E+00
2.154000E+11 5.623E+15 303 1.500E-4 1.242158771E+00 1.242586775E+00 1.216893677E+00 1.217348585E+00
3.162000E+11 5.623E+15 303 1.500E-4 1.242942307E+00 1.243242151E+00 1.217545653E+00 1.217864451E+00
4.642000E+11 5.623E+15 303 1.500E-4 1.243926216E+00 1.244138252E+00 1.218367804E+00 1.218595788E+00
6.813000E+11 5.623E+15 303 1.500E-4 1.245184101E+00 1.245336142E+00 1.219433510E+00 1.219596154E+00
1.000000E+12 5.623E+15 303 1.500E-4 1.246785460E+00 1.246896583E+00 1.220830759E+00 1.220949274E+00
1.468000E+12 5.623E+15 303 1.500E-4 1.248790203E+00 1.248873421E+00 1.222647355E+00 1.222735961E+00
2.154000E+12 5.623E+15 303 1.500E-4 1.251242579E+00 1.251306704E+00 1.224929339E+00 1.224997273E+00
3.162000E+12 5.623E+15 303 1.500E-4 1.254164566E+00 1.254215494E+00 1.227752151E+00 1.227806066E+00
4.642000E+12 5.623E+15 303 1.500E-4 1.257549785E+00 1.257591385E+00 1.231098578E+00 1.231142627E+00
6.813000E+12 5.623E+15 303 1.500E-4 1.261362708E+00 1.261397460E+00 1.234905280E+00 1.234942149E+00
1.000000E+13 5.623E+15 303 1.500E-4 1.265547901E+00 1.265577383E+00 1.239168156E+00 1.239199517E+00
1.000000E+10 1.000E+15 303 1.800E-4 1.109123189E+00 1.109276988E+00 1.190536602E+00 1.193117273E+00
1.468000E+10 1.000E+15 303 1.800E-4 1.109737356E+00 1.109835700E+00 1.191332306E+00 1.193137634E+00
2.154000E+10 1.000E+15 303 1.800E-4 1.110582808E+00 1.110647120E+00 1.191913132E+00 1.193167419E+00
3.162000E+10 1.000E+15 303 1.800E-4 1.111776782E+00 1.111819794E+00 1.192343761E+00 1.193210946E+00
4.642000E+10 1.000E+15 303 1.800E-4 1.113473036E+00 1.113502469E+00 1.192676783E+00 1.193274417E+00
6.813000E+10 1.000E+15 303 1.800E-4 1.115871349E+00 1.115892036E+00 1.192955562E+00 1.193366736E+00
1.000000E+11 1.000E+15 303 1.800E-4 1.119219999E+00 1.119235025E+00 1.193217660E+00 1.193500441E+00
1.468000E+11 1.000E+15 303 1.800E-4 1.123801342E+00 1.123812754E+00 1.193498303E+00 1.193692966E+00
2.154000E+11 1.000E+15 303 1.800E-4 1.129885335E+00 1.129894482E+00 1.193833566E+00 1.193967902E+00
3.162000E+11 1.000E+15 303 1.800E-4 1.137635231E+00 1.137643030E+00 1.194274369E+00 1.194369600E+00
4.642000E+11 1.000E+15 303 1.800E-4 1.146968408E+00 1.146975455E+00 1.194832784E+00 1.194898653E+00
6.813000E+11 1.000E+15 303 1.800E-4 1.157427241E+00 1.157433874E+00 1.195588262E+00 1.195634646E+00
1.000000E+12 1.000E+15 303 1.800E-4 1.168181399E+00 1.168187756E+00 1.196573443E+00 1.196606351E+00
1.468000E+12 1.000E+15 303 1.800E-4 1.178268454E+00 1.178274476E+00 1.197845225E+00 1.197869285E+00
2.154000E+12 1.000E+15 303 1.800E-4 1.186991548E+00 1.186997119E+00 1.199440065E+00 1.199457759E+00
3.162000E+12 1.000E+15 303 1.800E-4 1.194178217E+00 1.194183246E+00 1.201411973E+00 1.201425523E+00
4.642000E+12 1.000E+15 303 1.800E-4 1.200094283E+00 1.200098729E+00 1.203773004E+00 1.203783690E+00
6.813000E+12 1.000E+15 303 1.800E-4 1.205150537E+00 1.205154434E+00 1.206533010E+00 1.206541699E+00
1.000000E+13 1.000E+15 303 1.800E-4 1.209671047E+00 1.209674463E+00 1.209677176E+00 1.209684429E+00
1.000000E+10 1.000E+15 336 1.800E-4 1.045861028E+00 1.051540865E+00 1.016987134E+00 1.019611772E+00
1.468000E+10 1.000E+15 336 1.800E-4 1.047398227E+00 1.051413312E+00 1.017726755E+00 1.019598941E+00
2.154000E+10 1.000E+15 336 1.800E-4 1.048423237E+00 1.051227345E+00 1.018262612E+00 1.019580222E+00
3.162000E+10 1.000E+15 336 1.800E-4 1.049016906E+00 1.050957059E+00 1.018634775E+00 1.019552994E+00
4.642000E+10 1.000E+15 336 1.800E-4 1.049233654E+00 1.050566013E+00 1.018878192E+00 1.019513557E+00
6.813000E+10 1.000E+15 336 1.800E-4 1.049094979E+00 1.050004020E+00 1.019019376E+00 1.019456794E+00
1.000000E+11 1.000E+15 336 1.800E-4 1.048587841E+00 1.049204161E+00 1.019075792E+00 1.019375845E+00
1.468000E+11 1.000E+15 336 1.800E-4 1.047666712E+00 1.048081701E+00 1.019056682E+00 1.019261975E+00
2.154000E+11 1.000E+15 336 1.800E-4 1.046261183E+00 1.046538312E+00 1.018964825E+00 1.019105029E+00
3.162000E+11 1.000E+15 336 1.800E-4 1.044294286E+00 1.044477447E+00 1.018799600E+00 1.018895246E+00
4.642000E+11 1.000E+15 336 1.800E-4 1.041719114E+00 1.041838616E+00 1.018562437E+00 1.018627673E+00
6.813000E+11 1.000E+15 336 1.800E-4 1.038579026E+00 1.038655819E+00 1.018266414E+00 1.018310973E+00
1.000000E+12 1.000E+15 336 1.800E-4 1.035082910E+00 1.035131522E+00 1.017950870E+00 1.017981440E+00
1.468000E+12 1.000E+15 336 1.800E-4 1.031656504E+00 1.031687024E+00 1.017699245E+00 1.017720429E+00
2.154000E+12 1.000E+15 336 1.800E-4 1.028897465E+00 1.028916837E+00 1.017651930E+00 1.017666894E+00
3.162000E+12 1.000E+15 336 1.800E-4 1.027381298E+00 1.027394145E+00 1.017999381E+00 1.018010294E+00
4.642000E+12 1.000E+15 336 1.800E-4 1.027397573E+00 1.027406761E+00 1.018945731E+00 1.018954063E+00
6.813000E+12 1.000E+15 336 1.800E-4 1.028852392E+00 1.028859527E+00 1.020654307E+00 1.020661021E+00
1.000000E+13 1.000E+15 336 1.800E-4 1.031458020E+00 1.031463925E+00 1.023211763E+00 1.023217465E+00
1.000000E+10 1.000E+16 336 1.800E-4 1.182216780E+00 1.196870887E+00 1.206125397E+00 1.226959173E+00
1.468000E+10 1.000E+16 336 1.800E-4 1.187173195E+00 1.197371138E+00 1.212367287E+00 1.227049416E+00
2.154000E+10 1.000E+16 336 1.800E-4 1.191050712E+00 1.198096261E+00 1.216930906E+00 1.227180929E+00
3.162000E+10 1.000E+16 336 1.800E-4 1.194297248E+00 1.199141276E+00 1.220266014E+00 1.227371989E+00
4.642000E+10 1.000E+16 336 1.800E-4 1.197314772E+00 1.200634735E+00 1.222747208E+00 1.227648319E+00
6.813000E+10 1.000E+16 336 1.800E-4 1.200472245E+00 1.202743523E+00 1.224677407E+00 1.228045261E+00
1.000000E+11 1.000E+16 336 1.800E-4 1.204117526E+00 1.205670316E+00 1.226302004E+00 1.228610168E+00
1.468000E+11 1.000E+16 336 1.800E-4 1.208572642E+00 1.209634984E+00 1.227824433E+00 1.229403489E+00
2.154000E+11 1.000E+16 336 1.800E-4 1.214099556E+00 1.214828258E+00 1.229418443E+00 1.230497504E+00
